1,2,3,4,5,6,Timestamp,Entity Name
,,,"69,5",,,2025-09-18 21:00:38,DEV_FARM60_TYPE11_ID4
,,,,"65,4",,2025-09-18 21:00:38,DEV_FARM60_TYPE11_ID5
,"68,7",,,,,2025-09-18 21:10:36,DEV_FARM60_TYPE11_ID2
,,"66,7",,,,2025-09-18 21:10:37,DEV_FARM60_TYPE11_ID3
,,,"69,5",,,2025-09-18 21:10:38,DEV_FARM60_TYPE11_ID4
,,,,"65,60000000000001",,2025-09-18 21:10:38,DEV_FARM60_TYPE11_ID5
,"70,5",,,,,2025-09-18 21:20:36,DEV_FARM60_TYPE11_ID2
,,"68,2",,,,2025-09-18 21:20:37,DEV_FARM60_TYPE11_ID3
,,,"71,9",,,2025-09-18 21:20:38,DEV_FARM60_TYPE11_ID4
,,,,"66,5",,2025-09-18 21:20:39,DEV_FARM60_TYPE11_ID5
,"74,4",,,,,2025-09-18 21:30:36,DEV_FARM60_TYPE11_ID2
,,"73,2",,,,2025-09-18 21:30:37,DEV_FARM60_TYPE11_ID3
,,,"76,5",,,2025-09-18 21:30:38,DEV_FARM60_TYPE11_ID4
,,,,"71,5",,2025-09-18 21:30:39,DEV_FARM60_TYPE11_ID5
,"75,9",,,,,2025-09-18 21:40:36,DEV_FARM60_TYPE11_ID2
,,"74,10000000000001",,,,2025-09-18 21:40:37,DEV_FARM60_TYPE11_ID3
,,,78,,,2025-09-18 21:40:38,DEV_FARM60_TYPE11_ID4
,,,,72,,2025-09-18 21:40:39,DEV_FARM60_TYPE11_ID5
,"78,5",,,,,2025-09-18 21:50:36,DEV_FARM60_TYPE11_ID2
,,"76,7",,,,2025-09-18 21:50:37,DEV_FARM60_TYPE11_ID3
,,,"79,7",,,2025-09-18 21:50:38,DEV_FARM60_TYPE11_ID4
,,,,"74,8",,2025-09-18 21:50:39,DEV_FARM60_TYPE11_ID5
,"78,9",,,,,2025-09-18 22:00:36,DEV_FARM60_TYPE11_ID2
,,"77,80000000000001",,,,2025-09-18 22:00:37,DEV_FARM60_TYPE11_ID3
,,,"80,60000000000001",,,2025-09-18 22:00:38,DEV_FARM60_TYPE11_ID4
,,,,"76,3",,2025-09-18 22:00:39,DEV_FARM60_TYPE11_ID5
,"78,7",,,,,2025-09-18 22:10:36,DEV_FARM60_TYPE11_ID2
,,"78,2",,,,2025-09-18 22:10:37,DEV_FARM60_TYPE11_ID3
,,,"80,7",,,2025-09-18 22:10:38,DEV_FARM60_TYPE11_ID4
,,,,"76,7",,2025-09-18 22:10:39,DEV_FARM60_TYPE11_ID5
,"79,60000000000001",,,,,2025-09-18 22:20:36,DEV_FARM60_TYPE11_ID2
,,"79,4",,,,2025-09-18 22:20:36,DEV_FARM60_TYPE11_ID3
,,,"81,80000000000001",,,2025-09-18 22:20:38,DEV_FARM60_TYPE11_ID4
,,,,"77,9",,2025-09-18 22:20:39,DEV_FARM60_TYPE11_ID5
,"79,7",,,,,2025-09-18 22:30:36,DEV_FARM60_TYPE11_ID2
,,"79,30000000000001",,,,2025-09-18 22:30:36,DEV_FARM60_TYPE11_ID3
,,,"81,7",,,2025-09-18 22:30:38,DEV_FARM60_TYPE11_ID4
,,,,"78,30000000000001",,2025-09-18 22:30:39,DEV_FARM60_TYPE11_ID5
,"79,10000000000001",,,,,2025-09-18 22:40:36,DEV_FARM60_TYPE11_ID2
,,79,,,,2025-09-18 22:40:36,DEV_FARM60_TYPE11_ID3
,,,"81,2",,,2025-09-18 22:40:38,DEV_FARM60_TYPE11_ID4
,,,,78,,2025-09-18 22:40:39,DEV_FARM60_TYPE11_ID5
,"79,30000000000001",,,,,2025-09-18 22:50:36,DEV_FARM60_TYPE11_ID2
,,"79,10000000000001",,,,2025-09-18 22:50:36,DEV_FARM60_TYPE11_ID3
